0,1,2,3,4
Мука,Мясо,,,
Яйца,Томаты,Мясо,Рыба,Яйца
Говядина,Рыба,Овощи,Рыба,
Говядина,Бакалея,Бакалея,Кофе,
Бакалея,Рыба,Рыба,,
Соль,Сыр,Бананы,Говядина,Яблоки
Овощи,Рыба,,,
Масло,Лук,Сахар,Сахар,Яйца
Рыба,Картошка,Молоко,Картошка,Чай
Перец,Мука,Сок,Говядина,
Лук,Кофе,Перец,,
Соль,Молоко,Томаты,,
Бананы,Мука,Мука,,
Хлеб,Сок,,,
Морковь,Чай,Фрукты,Хлеб,Курица
Картошка,Лук,Сладости,Перец,
Бананы,Кофе,,,
Бакалея,Мука,,,
Мясо,Фрукты,,,
Бананы,Сок,Яйца,Лук,
Яйца,Сыр,Морковь,Консервы,
Фрукты,Кофе,Сыр,,
Кофе,Овощи,,,
Фрукты,Соль,Напитки,Консервы,
Масло,Яйца,,,
Хлеб,Сок,Чай,Соль,Бананы
Лук,Чай,Морковь,Говядина,Рыба
Консервы,Консервы,Морковь,Сладости,Рыба
Молоко,Сыр,Говядина,,
Яйца,Морковь,Рыба,Овощи,
Сладости,Масло,Курица,Фрукты,
Кофе,Напитки,Бакалея,Овощи,
Сок,Мясо,,,
Томаты,Кофе,,,
Курица,Курица,Овощи,,
Яйца,Сок,,,
Молоко,Консервы,Рыба,Перец,Хлеб
Фрукты,Кофе,Бананы,Мясо,
Картошка,Напитки,Рыба,Яйца,Масло
Томаты,Мясо,Хлеб,Сок,
Сок,Перец,Овощи,Курица,Молоко
Молоко,Морковь,,,
Овощи,Сок,,,
Овощи,Бананы,Сок,Овощи,
Яйца,Морковь,Яблоки,Сахар,Фрукты
Овощи,Курица,Фрукты,,
Морковь,Картошка,,,
Мука,Бананы,Лук,Бананы,
Сахар,Масло,,,
Чай,Сок,Фрукты,Огурцы,
Бананы,Томаты,,,
Рыба,Морковь,Бакалея,Чай,
Сахар,Лук,Сыр,Сладости,
Напитки,Яйца,Мука,Фрукты,
Лук,Картошка,Морковь,,
Томаты,Говядина,Мука,,
Напитки,Яйца,Консервы,,
Чай,Сыр,Лук,,
Чай,Картошка,Бакалея,Картошка,
Лук,Курица,,,
Овощи,Сахар,Хлеб,Сыр,
Морковь,Чай,Картошка,Соль,
Бананы,Консервы,Чай,,
Мука,Мука,,,
Соль,Соль,,,
Фрукты,Лук,,,
Напитки,Сок,Картошка,,
Консервы,Яйца,Чай,,
Масло,Бакалея,Кофе,Хлеб,
Яблоки,Сыр,,,
Бананы,Бананы,Сыр,Рыба,Консервы
Кофе,Бананы,Рыба,Соль,Мясо
Напитки,Морковь,Масло,,
Картошка,Сок,Морковь,Чай,
Говядина,Кофе,,,
Бакалея,Перец,Огурцы,Бакалея,
Томаты,Говядина,,,
Перец,Чай,Картошка,Сахар,
Яблоки,Картошка,,,
Мука,Курица,Сок,Картошка,Мука
Лук,Огурцы,Молоко,Курица,Овощи
Мука,Молоко,Лук,Перец,Масло
Соль,Курица,Кофе,,
Фрукты,Масло,Говядина,Бакалея,
Чай,Чай,Яблоки,Фрукты,Перец
Кофе,Лук,Лук,Молоко,Лук
Яблоки,Яйца,Напитки,,
Перец,Масло,Морковь,Огурцы,Огурцы
Масло,Мука,Хлеб,,
Фрукты,Яблоки,,,
Сыр,Сладости,Сладости,Курица,
Сок,Яйца,Чай,,
Сок,Перец,Напитки,Перец,Морковь
Огурцы,Консервы,,,
Молоко,Рыба,,,
Рыба,Фрукты,Фрукты,Овощи,
Молоко,Мясо,Кофе,Бакалея,Бананы
Картошка,Сахар,Картошка,Напитки,Говядина
Бакалея,Бананы,,,
Перец,Говядина,,,
Бакалея,Перец,Морковь,,
Сахар,Масло,Томаты,Молоко,Напитки
Сок,Картошка,Яйца,Консервы,
Чай,Чай,,,
Консервы,Кофе,,,
Бананы,Мука,Мука,Перец,Яблоки
Огурцы,Картошка,Сыр,Чай,Сыр
Молоко,Напитки,Хлеб,,
Сахар,Огурцы,Сахар,,
Картошка,Лук,Морковь,Фрукты,Яйца
Сахар,Рыба,Перец,,
Бананы,Масло,,,
Кофе,Мясо,Морковь,Напитки,Картошка
Картошка,Картошка,Говядина,Огурцы,Рыба
Картошка,Огурцы,Овощи,Фрукты,
Сахар,Овощи,Сыр,,
Молоко,Говядина,Лук,,
Фрукты,Бананы,Консервы,Чай,Кофе
Соль,Кофе,Рыба,,
Курица,Лук,Напитки,,
Консервы,Напитки,Перец,Сахар,Овощи
Мясо,Сладости,Мука,Говядина,Картошка
Бакалея,Масло,Мясо,Напитки,Говядина
Чай,Сладости,,,
Фрукты,Лук,Овощи,,
Перец,Бакалея,Яблоки,Фрукты,Мясо
Консервы,Консервы,Бакалея,Бакалея,
Хлеб,Бананы,Чай,,
Картошка,Картошка,Бананы,,
Бакалея,Лук,Напитки,Говядина,Рыба
Яблоки,Молоко,Курица,Томаты,
Рыба,Масло,Молоко,Картошка,Фрукты
Фрукты,Хлеб,Яйца,,
Фрукты,Сахар,,,
Курица,Фрукты,Бакалея,Молоко,
Хлеб,Фрукты,Курица,Перец,
Сок,Яблоки,Яблоки,,
Молоко,Соль,Морковь,Сок,
Картошка,Сыр,Сыр,,
Перец,Молоко,Мясо,Сыр,Перец
Овощи,Овощи,Томаты,Томаты,
Сахар,Овощи,Консервы,,
Хлеб,Кофе,Фрукты,Соль,
Яйца,Перец,Бананы,Огурцы,Картошка
Масло,Молоко,,,
Сладости,Чай,Говядина,Мясо,
Масло,Соль,,,
Говядина,Чай,Овощи,,
Консервы,Яйца,Говядина,Яблоки,Яйца
Бакалея,Лук,Молоко,Мясо,
Перец,Напитки,,,
Масло,Чай,Сыр,,
Картошка,Напитки,Курица,,
Фрукты,Напитки,Сыр,Рыба,Курица
Мясо,Сладости,Напитки,Говядина,
Мясо,Говядина,Рыба,Перец,
Картошка,Морковь,Картошка,Рыба,
Консервы,Соль,Соль,,
Томаты,Томаты,Сок,Яйца,
Курица,Томаты,Сладости,Сок,
Яблоки,Перец,Чай,Морковь,
Говядина,Лук,Фрукты,,
Картошка,Яйца,,,
Картошка,Говядина,Консервы,,
Яблоки,Фрукты,,,
Фрукты,Консервы,Рыба,,
Яблоки,Перец,Овощи,,
Яйца,Напитки,Сок,,
Лук,Мука,Хлеб,Сладости,
Перец,Рыба,,,
Перец,Напитки,Овощи,Говядина,
Яйца,Сладости,Соль,Молоко,
Сыр,Перец,Сок,Масло,
Курица,Напитки,Сахар,,
Фрукты,Мука,Курица,Огурцы,
Бакалея,Лук,Бакалея,Сок,
Консервы,Напитки,Сладости,,
Яйца,Овощи,,,
Курица,Молоко,Мясо,Огурцы,
Картошка,Курица,Мясо,Масло,
Лук,Фрукты,Мука,Соль,
Курица,Мука,Морковь,Рыба,Бананы
Мясо,Хлеб,Перец,Масло,
Овощи,Картошка,Огурцы,Сок,
Молоко,Молоко,Консервы,Фрукты,
Кофе,Рыба,Молоко,Лук,Сахар
Курица,Перец,,,
Соль,Бакалея,,,
Кофе,Морковь,,,
Напитки,Бананы,,,
Мука,Сладости,Молоко,Лук,Томаты
Сок,Рыба,Мука,Овощи,
Яблоки,Масло,Сок,Морковь,Напитки
Рыба,Чай,,,
Лук,Огурцы,Бананы,Консервы,
Масло,Сладости,Говядина,,
Сыр,Сок,Напитки,Яблоки,Бакалея
Яблоки,Масло,Молоко,Мука,Масло
Морковь,Овощи,Сладости,Морковь,
Овощи,Яйца,,,
Курица,Мясо,,,
Сыр,Курица,Молоко,Томаты,
Рыба,Молоко,Сахар,,
Лук,Морковь,Бакалея,Чай,
Сладости,Мясо,,,
Сыр,Яблоки,Рыба,Сыр,Курица
Томаты,Яблоки,Бананы,Перец,Консервы
Лук,Фрукты,Сахар,Хлеб,
Консервы,Соль,,,
Рыба,Мука,,,
Молоко,Сахар,Сок,,
Сахар,Рыба,,,
Чай,Овощи,Овощи,Овощи,
Яблоки,Сахар,Картошка,,
Мясо,Огурцы,Соль,Картошка,Фрукты
Бакалея,Морковь,Масло,Мясо,
Морковь,Масло,Овощи,Напитки,
Сахар,Кофе,Сахар,Кофе,
Бананы,Огурцы,Говядина,,
Сыр,Яйца,Чай,,
Бананы,Мука,Лук,,
Рыба,Овощи,Сок,Сыр,Овощи
Сладости,Соль,Яйца,Чай,Мясо
Перец,Курица,Рыба,Рыба,Консервы
Сладости,Чай,Сладости,Бакалея,Фрукты
Лук,Мясо,Огурцы,Чай,
Яйца,Сыр,Соль,Морковь,
Сыр,Мука,Соль,,
Томаты,Овощи,,,
Говядина,Соль,Сладости,,
Молоко,Напитки,Яйца,Хлеб,
Овощи,Соль,Овощи,Хлеб,
Яйца,Соль,,,
Картошка,Лук,,,
Мука,Консервы,,,
Мука,Сыр,,,
Молоко,Бакалея,Курица,Фрукты,Хлеб
Чай,Морковь,Молоко,Бананы,Соль
Бакалея,Овощи,Рыба,Морковь,Томаты
Говядина,Овощи,Мука,,
Консервы,Мука,,,
Консервы,Масло,Томаты,Сок,
Сок,Напитки,Овощи,,
Мука,Молоко,Морковь,Сладости,
Мясо,Яйца,Огурцы,,
Бананы,Морковь,Сок,,
Масло,Сок,Картошка,Мясо,
Фрукты,Чай,,,
Сыр,Рыба,Лук,Томаты,Бананы
Бананы,Консервы,Хлеб,Курица,
Картошка,Огурцы,Морковь,Сок,
Морковь,Кофе,Соль,Чай,
Фрукты,Мука,,,
Сладости,Сок,Фрукты,Мясо,
Говядина,Яйца,Курица,,
Огурцы,Рыба,Хлеб,Сок,Бакалея
Перец,Лук,Мясо,Мясо,
Картошка,Яйца,Фрукты,Хлеб,Напитки
Сок,Овощи,Фрукты,,
Соль,Морковь,Сладости,,
Консервы,Молоко,Сахар,,
Фрукты,Сок,Хлеб,Овощи,Картошка
Кофе,Картошка,Сок,Хлеб,
Перец,Мясо,Сладости,Томаты,
Картошка,Яблоки,Фрукты,,
Фрукты,Масло,Рыба,Масло,
Овощи,Бакалея,Говядина,,
Яйца,Курица,,,
Огурцы,Сыр,,,
Фрукты,Хлеб,Картошка,,
Мука,Рыба,Хлеб,Томаты,
Мясо,Лук,Фрукты,,
Соль,Сладости,,,
Лук,Сыр,Говядина,Напитки,
Мука,Бакалея,Кофе,Курица,Напитки
Мясо,Сок,,,
Яйца,Говядина,Бананы,,
Мука,Мясо,Лук,,
Бакалея,Томаты,Морковь,Кофе,Яйца
Сахар,Фрукты,Картошка,Перец,Морковь
Морковь,Бакалея,,,
Бананы,Перец,Чай,Бакалея,
Масло,Морковь,Мясо,,
Курица,Томаты,Кофе,Сок,
Сок,Сладости,Соль,Кофе,
Картошка,Огурцы,Рыба,Огурцы,Сладости
Томаты,Кофе,,,
Морковь,Сладости,Консервы,Яйца,Рыба
Консервы,Кофе,,,
Сладости,Яйца,Говядина,,
Рыба,Курица,,,
Морковь,Сыр,,,
Бананы,Бананы,Яйца,Овощи,Бакалея
Сахар,Рыба,Сок,Томаты,
Кофе,Чай,Сок,Бакалея,
Огурцы,Молоко,Кофе,Перец,Консервы
Курица,Чай,Картошка,,
Огурцы,Рыба,Рыба,Мука,Сыр
Яблоки,Мясо,Фрукты,Сок,Сахар
Соль,Хлеб,,,
Напитки,Огурцы,Сахар,Курица,
Сладости,Бананы,Огурцы,Консервы,
Курица,Соль,,,
Говядина,Мука,,,
Яйца,Кофе,,,
Соль,Говядина,Фрукты,Мясо,
Говядина,Молоко,Сок,Масло,Томаты
Мясо,Хлеб,Масло,,
Напитки,Молоко,Рыба,Лук,
Морковь,Яблоки,Огурцы,Перец,Кофе
Яблоки,Чай,Мука,,
Яблоки,Говядина,Чай,,
Перец,Морковь,Масло,Кофе,
Яйца,Перец,Морковь,Говядина,
Напитки,Бананы,,,
Хлеб,Говядина,Сыр,Сыр,
Сыр,Яйца,Фрукты,Сахар,Перец
Бананы,Чай,Огурцы,Фрукты,
Фрукты,Мясо,,,
Напитки,Кофе,,,
Мука,Томаты,Бакалея,,
Говядина,Сок,,,
Мука,Бакалея,Томаты,Бакалея,
Мука,Напитки,Морковь,Перец,Картошка
Томаты,Перец,Чай,,
Курица,Масло,Молоко,Соль,Соль
Лук,Лук,,,
Картошка,Овощи,,,
Мука,Рыба,,,
Бананы,Овощи,Хлеб,Сладости,
Молоко,Мясо,Масло,Хлеб,
Хлеб,Чай,Молоко,,
Фрукты,Соль,Сахар,,
Морковь,Бакалея,Огурцы,,
Хлеб,Соль,Бананы,Мясо,Яйца
Масло,Консервы,Бананы,Лук,Курица
Фрукты,Мясо,,,
Курица,Хлеб,,,
Рыба,Сыр,Молоко,Огурцы,Сок
Рыба,Кофе,Мясо,Картошка,Говядина
Напитки,Кофе,Масло,Курица,
Картошка,Чай,,,
Хлеб,Курица,,,
Напитки,Огурцы,Морковь,Яблоки,Сладости
Сок,Бананы,Овощи,,
Мука,Фрукты,Консервы,Бакалея,Сок
Фрукты,Томаты,Сок,Хлеб,Овощи
Перец,Лук,Молоко,Бакалея,
Фрукты,Сок,Бананы,,
Яйца,Фрукты,,,
Бананы,Кофе,Говядина,Овощи,Перец
Яйца,Фрукты,Хлеб,Курица,
Говядина,Овощи,Сыр,,
Яблоки,Яйца,Сахар,,
Морковь,Картошка,Перец,Сыр,
Бакалея,Яйца,,,
Сыр,Масло,,,
Говядина,Бананы,,,
Мясо,Яйца,Сыр,Овощи,
Овощи,Напитки,,,
Рыба,Сок,,,
Сахар,Кофе,Чай,,
Лук,Лук,Молоко,,
Бананы,Овощи,,,
Сладости,Бананы,Говядина,,
Чай,Сок,Перец,,
Томаты,Яблоки,Сыр,Хлеб,
Консервы,Курица,Яйца,Мясо,Сладости
Сок,Перец,,,
Овощи,Говядина,,,
Мясо,Рыба,,,
Яйца,Сок,Кофе,Бананы,Напитки
Бананы,Бананы,Говядина,Говядина,
Чай,Яйца,Сок,,
Курица,Бакалея,,,
Яйца,Молоко,Бананы,Кофе,
Соль,Сахар,Сок,,
Мясо,Говядина,Консервы,,
Томаты,Сладости,Сок,Перец,
Мука,Консервы,Мясо,Соль,
Томаты,Картошка,Бананы,,
Томаты,Сыр,Масло,Бакалея,Сок
Напитки,Консервы,,,
Бананы,Морковь,Яйца,Перец,Сахар
Молоко,Томаты,Рыба,Масло,
Яблоки,Чай,,,
Сладости,Перец,Сахар,Огурцы,Мясо
Сыр,Овощи,Бакалея,,
Перец,Сладости,Говядина,Сыр,Мука
Мука,Чай,Сладости,Огурцы,
Кофе,Бананы,Мясо,Яблоки,
Чай,Перец,Напитки,Сыр,Бананы
Бакалея,Сладости,Напитки,,
Перец,Фрукты,Хлеб,Говядина,
Кофе,Лук,,,
Яблоки,Перец,,,
Лук,Соль,Картошка,,
Хлеб,Огурцы,Овощи,,
Бананы,Хлеб,,,
Лук,Мука,Рыба,Молоко,
Лук,Говядина,Бакалея,Сок,Овощи
Соль,Перец,Фрукты,,
Кофе,Томаты,Говядина,Картошка,
Бананы,Яйца,,,
Сок,Сок,,,
Рыба,Фрукты,,,
Говядина,Соль,Томаты,,
Яйца,Молоко,Сыр,Яйца,
Чай,Фрукты,Сыр,Лук,Соль
Мясо,Сыр,Соль,Томаты,
Молоко,Напитки,,,
Картошка,Кофе,Сыр,Рыба,Чай
Яйца,Томаты,Соль,,
Мука,Сахар,Томаты,,
Чай,Бакалея,Сыр,,
Сладости,Сладости,Лук,Морковь,
Сок,Хлеб,Курица,Перец,Фрукты
Курица,Кофе,,,
Кофе,Яблоки,,,
Сыр,Масло,Бананы,,
Бананы,Сыр,Овощи,,
Напитки,Чай,,,
Яйца,Лук,Напитки,Говядина,Хлеб
Консервы,Перец,,,
Напитки,Масло,,,
Перец,Мясо,Бананы,Яйца,
Кофе,Сок,Перец,Перец,Сахар
Картошка,Картошка,Яблоки,Курица,
Морковь,Сладости,Масло,,
Чай,Мясо,Масло,,
Перец,Сок,Курица,Хлеб,Сыр
Яйца,Соль,Фрукты,Овощи,Рыба
Молоко,Молоко,Молоко,Масло,Огурцы
Фрукты,Перец,Чай,Кофе,
Картошка,Консервы,Курица,Бакалея,Яблоки
Бакалея,Бананы,Молоко,Лук,Фрукты
Бакалея,Лук,Курица,Бананы,
Сок,Сахар,Огурцы,Сахар,Чай
Лук,Яйца,Овощи,Морковь,
Картошка,Мясо,Курица,,
Соль,Рыба,,,
Фрукты,Сок,Хлеб,,
Хлеб,Бананы,Овощи,Сок,Фрукты
Сахар,Говядина,Напитки,,
Сладости,Сыр,Напитки,,
Томаты,Молоко,Томаты,Сок,
Молоко,Консервы,,,
Сладости,Бананы,,,
Мука,Фрукты,Сладости,Морковь,Рыба
Бакалея,Мясо,,,
Напитки,Соль,,,
Перец,Чай,Морковь,Молоко,
Напитки,Яблоки,,,
Сыр,Чай,Морковь,Овощи,
Хлеб,Рыба,Морковь,Овощи,
Сыр,Бакалея,Консервы,Огурцы,
Бананы,Сахар,Яйца,Рыба,Картошка
Морковь,Мясо,Картошка,,
Огурцы,Сладости,Фрукты,,
Лук,Лук,Мука,,
Хлеб,Напитки,,,
Сладости,Сладости,Кофе,Консервы,
Перец,Сладости,Мука,,
Молоко,Огурцы,Мука,Соль,
Курица,Лук,Морковь,Сладости,
Кофе,Сладости,Яйца,Курица,
Перец,Картошка,,,
Перец,Масло,,,
Бананы,Сахар,Напитки,,
Курица,Фрукты,Яблоки,,
Яблоки,Консервы,Фрукты,Овощи,
Сок,Кофе,Бананы,Огурцы,Молоко
Соль,Курица,Фрукты,Соль,
Сок,Сахар,Перец,Мука,
Овощи,Томаты,Хлеб,Чай,
Хлеб,Мука,Овощи,Масло,Бананы
Консервы,Томаты,Сок,Курица,
Рыба,Соль,Огурцы,Лук,Говядина
Бананы,Сок,Томаты,Перец,Яблоки
Чай,Фрукты,,,
Сок,Лук,,,
Сыр,Консервы,Хлеб,Сыр,Курица
Овощи,Чай,Молоко,,
Рыба,Рыба,Говядина,Хлеб,
Лук,Сыр,,,
Сок,Картошка,,,
Бакалея,Огурцы,Перец,Мясо,
Напитки,Мука,Яблоки,,
Бананы,Фрукты,Хлеб,Фрукты,Бананы
Картошка,Кофе,Морковь,,
Морковь,Мясо,Томаты,Овощи,Консервы
Сыр,Яблоки,Масло,Бананы,
Кофе,Сахар,,,
Картошка,Картошка,Лук,Мясо,
Сок,Напитки,Чай,Огурцы,
Курица,Бакалея,,,
Морковь,Консервы,Морковь,,
Говядина,Томаты,,,
Молоко,Сок,Яйца,Овощи,
Яйца,Масло,,,
Молоко,Овощи,Напитки,Огурцы,Напитки
Сок,Консервы,Масло,,
Молоко,Напитки,Томаты,,
Сыр,Огурцы,Кофе,,
Сок,Фрукты,,,
Морковь,Томаты,Бананы,Бакалея,Мука
Лук,Картошка,Бакалея,,
Яйца,Сыр,,,
Морковь,Лук,Хлеб,,
Яблоки,Сок,Чай,Соль,
Бананы,Говядина,Бананы,,
Томаты,Яйца,,,
Сладости,Сок,Мука,Томаты,
Кофе,Овощи,,,
Соль,Говядина,Сыр,Яблоки,Напитки
Сок,Консервы,Сладости,,
Лук,Лук,Овощи,Сладости,Сахар
Бакалея,Мука,Томаты,Масло,Морковь
Яблоки,Перец,Чай,Мука,
Соль,Мука,Бакалея,Перец,Бакалея
Консервы,Яблоки,,,
Говядина,Яблоки,Консервы,,
Говядина,Яблоки,Лук,Соль,Молоко
Сахар,Томаты,Мясо,Сок,
Молоко,Бананы,,,
Напитки,Перец,Яйца,Бананы,
Мясо,Лук,Молоко,Огурцы,Консервы
Морковь,Курица,Яблоки,,
Кофе,Масло,,,
Фрукты,Морковь,,,
Сыр,Рыба,Консервы,Мука,Мясо
Бананы,Яйца,Сладости,,
Курица,Бакалея,Сахар,,
Хлеб,Сладости,,,
Лук,Хлеб,Молоко,Морковь,
Фрукты,Напитки,,,
Напитки,Говядина,Говядина,Соль,Бакалея
Рыба,Огурцы,Рыба,Сладости,Яблоки
Рыба,Огурцы,,,
Сладости,Консервы,Огурцы,,
Мука,Лук,Яйца,Соль,
Лук,Сладости,,,
Томаты,Яйца,Напитки,Соль,Бакалея
Чай,Рыба,,,
Сыр,Лук,Соль,Огурцы,
Чай,Яйца,Консервы,Чай,
Яблоки,Огурцы,Соль,Яблоки,
Бананы,Консервы,Мясо,Рыба,Консервы
Чай,Бананы,Сыр,Рыба,
Огурцы,Морковь,Сок,Сахар,Морковь
Чай,Овощи,,,
Консервы,Лук,Перец,Хлеб,
Сок,Кофе,Овощи,,
Рыба,Фрукты,Рыба,,
Сладости,Соль,Соль,Хлеб,
Хлеб,Сладости,Огурцы,Томаты,
Рыба,Молоко,Огурцы,Мясо,
Огурцы,Фрукты,Масло,Сладости,Кофе
Мясо,Овощи,Перец,Бананы,Огурцы
Бакалея,Яйца,Перец,,
Фрукты,Бакалея,Яйца,Мясо,
Огурцы,Перец,Напитки,Бананы,
Говядина,Кофе,Сыр,Чай,
Яйца,Консервы,Томаты,Молоко,Сахар
Напитки,Кофе,Яйца,Томаты,
Морковь,Курица,Картошка,Лук,Масло
Сыр,Мясо,,,
Мука,Сахар,Сахар,Овощи,
Соль,Консервы,Сахар,Томаты,Овощи
Чай,Фрукты,Бакалея,Картошка,Яйца
Морковь,Курица,Курица,Соль,
Рыба,Рыба,Бакалея,Молоко,Масло
Консервы,Лук,Лук,Томаты,
Овощи,Бананы,,,
Бананы,Сладости,Сахар,Огурцы,
Мясо,Томаты,,,
Масло,Мука,,,
Сахар,Мясо,Фрукты,,
Картошка,Овощи,,,
Курица,Сок,Соль,Чай,
Мука,Сладости,Кофе,Масло,Молоко
Соль,Мука,,,
Перец,Овощи,Хлеб,Овощи,Перец
Бананы,Мука,Бакалея,,
Бананы,Сыр,,,
Томаты,Перец,Мука,Сахар,
Мясо,Мясо,Яйца,Сахар,Хлеб
Соль,Картошка,,,
Консервы,Сок,Огурцы,Соль,
Консервы,Хлеб,,,
Сахар,Бананы,Мука,Рыба,Томаты
Лук,Говядина,Фрукты,Мясо,
Молоко,Хлеб,Бакалея,Яблоки,Мука
Мясо,Бакалея,,,
Молоко,Перец,,,
Хлеб,Сыр,,,
Фрукты,Овощи,Лук,,
Рыба,Хлеб,Бакалея,Напитки,Хлеб
Овощи,Перец,Хлеб,,
Сок,Яйца,Бакалея,Огурцы,Сыр
Лук,Сладости,Сыр,Бананы,Сахар
Молоко,Яблоки,Сок,,
Фрукты,Сыр,Бананы,Рыба,Сахар
Говядина,Мясо,Масло,Соль,Чай
Мука,Говядина,Сахар,Бананы,
Молоко,Консервы,Сахар,Сыр,Кофе
Мука,Бананы,Сахар,Картошка,Бакалея
Хлеб,Томаты,Лук,Бананы,
Яйца,Томаты,Сладости,,
Перец,Курица,,,
Томаты,Яйца,Говядина,Перец,Курица
Бананы,Огурцы,Курица,,
Бакалея,Бананы,Масло,Сладости,Перец
Картошка,Огурцы,Томаты,Огурцы,Хлеб
Консервы,Курица,,,
Хлеб,Масло,,,
Яблоки,Хлеб,Соль,,
Картошка,Соль,Курица,,
Лук,Чай,Курица,,
Консервы,Томаты,Фрукты,,
Овощи,Молоко,,,
Рыба,Сыр,,,
Масло,Бананы,Огурцы,,
Консервы,Соль,Сладости,Консервы,Говядина
Курица,Консервы,Молоко,,
Сыр,Напитки,Яблоки,,
Рыба,Фрукты,Масло,Лук,Соль
Морковь,Томаты,Фрукты,,
Сыр,Морковь,Мясо,,
Сладости,Огурцы,Соль,Хлеб,Рыба
Сахар,Молоко,Овощи,,
Хлеб,Напитки,,,
Хлеб,Молоко,Сыр,,
Овощи,Говядина,Овощи,,
Рыба,Соль,,,
Сладости,Масло,,,
Бакалея,Говядина,Бананы,Яйца,
Морковь,Сахар,Молоко,,
Консервы,Говядина,Морковь,Соль,
Кофе,Морковь,Молоко,Перец,Огурцы
Яблоки,Перец,Говядина,Сахар,
Говядина,Мясо,,,
Фрукты,Сок,,,
Мясо,Сладости,Огурцы,Рыба,Лук
Рыба,Сахар,,,
Томаты,Сладости,Лук,,
Томаты,Томаты,Курица,Лук,Сыр
Напитки,Говядина,Напитки,,
Говядина,Фрукты,,,
Напитки,Бакалея,Перец,Перец,
Напитки,Овощи,Кофе,Молоко,
Лук,Масло,,,
Мясо,Перец,,,
Молоко,Курица,Морковь,Напитки,
Яблоки,Томаты,Курица,Напитки,Курица
Соль,Курица,Овощи,,
Сахар,Фрукты,Яйца,Рыба,Мука
Кофе,Лук,Говядина,Сок,Сладости
Яблоки,Бананы,Фрукты,Курица,
Картошка,Морковь,Томаты,,
Мука,Кофе,,,
Лук,Картошка,Хлеб,Огурцы,Рыба
Морковь,Хлеб,Бакалея,Перец,
Огурцы,Сыр,,,
Лук,Морковь,,,
Сок,Бакалея,Соль,Перец,
Фрукты,Бананы,Консервы,Хлеб,
Молоко,Овощи,Напитки,,
Огурцы,Молоко,Консервы,,
Консервы,Консервы,Огурцы,Чай,Огурцы
Перец,Томаты,Соль,,
Яблоки,Курица,Бакалея,Бакалея,
Консервы,Говядина,Мука,Сладости,Яйца
Сахар,Фрукты,Фрукты,Морковь,Напитки
Томаты,Чай,,,
Фрукты,Сахар,Яйца,,
Сахар,Курица,Кофе,Хлеб,
Лук,Сахар,,,
Напитки,Консервы,Кофе,Яйца,Напитки
Соль,Напитки,Хлеб,Соль,Сладости
Напитки,Мука,Сладости,Сахар,Кофе
Сладости,Сахар,Кофе,Яблоки,
Лук,Яйца,Консервы,Томаты,
Напитки,Консервы,,,
Яйца,Яблоки,Яйца,Соль,Чай
Морковь,Огурцы,Мука,,
Сыр,Лук,Сыр,Морковь,Масло
Овощи,Консервы,Картошка,Огурцы,
Яблоки,Хлеб,Бакалея,,
Яблоки,Чай,Рыба,,
Кофе,Бакалея,,,
Яйца,Чай,Овощи,Сыр,
Молоко,Хлеб,Молоко,Рыба,
Огурцы,Чай,Яблоки,Сладости,Мясо
Фрукты,Чай,Томаты,Хлеб,
Молоко,Сахар,,,
Фрукты,Томаты,Сыр,Лук,
Мясо,Яйца,,,
Картошка,Фрукты,,,
Кофе,Морковь,Яблоки,Чай,Соль
Консервы,Сладости,Сладости,,
Рыба,Кофе,Яйца,Рыба,Лук
Мука,Сладости,Консервы,Молоко,Хлеб
Консервы,Чай,,,
Овощи,Огурцы,Перец,Огурцы,
Бананы,Яйца,Огурцы,Говядина,Овощи
Мука,Перец,,,
Яйца,Перец,Сладости,,
Кофе,Сок,,,
Перец,Мука,Сладости,,
Картошка,Томаты,Курица,Напитки,
Бакалея,Мясо,Чай,Кофе,Сладости
Яйца,Перец,Мука,,
Молоко,Кофе,,,
Бананы,Бакалея,Огурцы,,
Сок,Перец,,,
Фрукты,Сладости,,,
Картошка,Мука,Чай,Бананы,
Огурцы,Соль,,,
Сладости,Напитки,Яйца,Бакалея,
Лук,Бакалея,Фрукты,,
Яйца,Напитки,Говядина,Бакалея,Соль
Яблоки,Яйца,Консервы,,
Огурцы,Сахар,,,
Хлеб,Говядина,,,
Кофе,Хлеб,Морковь,Томаты,Сыр
Говядина,Морковь,Сыр,Масло,
Бакалея,Фрукты,Мясо,Молоко,Напитки
Яйца,Чай,Мука,,
Сок,Картошка,Яблоки,,
Рыба,Мясо,Бакалея,Овощи,
Масло,Морковь,Консервы,,
Сок,Хлеб,,,
Хлеб,Фрукты,,,
Огурцы,Яблоки,,,
Кофе,Морковь,Масло,Масло,Яблоки
Напитки,Кофе,,,
Сладости,Сок,Морковь,,
Перец,Огурцы,Фрукты,Огурцы,
Мука,Напитки,Кофе,,
Чай,Лук,,,
Перец,Кофе,Лук,Яйца,
Овощи,Морковь,Бананы,Хлеб,Бакалея
Консервы,Кофе,Мука,Напитки,Овощи
Рыба,Консервы,,,
Сыр,Бакалея,Молоко,,
Сыр,Яйца,,,
Рыба,Напитки,Овощи,,
Яблоки,Бананы,,,
Яблоки,Кофе,,,
Напитки,Яйца,Консервы,,
Молоко,Консервы,Картошка,Курица,Соль
Курица,Кофе,Морковь,Томаты,
